step,loss,lr,tokens_per_sec,total_tokens,elapsed_min
2815,3.861873,0.00029995,28635,276725760,161.04
2820,3.945060,0.00029995,28632,277217280,161.33
2825,3.946237,0.00029995,28632,277708800,161.61
2830,3.942725,0.00029995,28631,278200320,161.90
2835,3.970870,0.00029995,28634,278691840,162.19
2840,4.013035,0.00029995,28635,279183360,162.47
2845,3.967399,0.00029995,28630,279674880,162.76
2850,3.971401,0.00029995,28632,280166400,163.05
2855,3.922358,0.00029995,28637,280657920,163.33
2860,4.005110,0.00029995,28633,281149440,163.62
2865,3.606818,0.00029995,28634,281640960,163.90
2870,3.624104,0.00029995,28634,282132480,164.19
2875,4.016337,0.00029995,28635,282624000,164.48
2880,3.919764,0.00029995,28633,283115520,164.76
2885,3.873027,0.00029995,28633,283607040,165.05
2890,3.963104,0.00029995,28630,284098560,165.33
2895,3.925205,0.00029994,28632,284590080,165.62
2900,3.929532,0.00029994,28635,285081600,165.91
2905,3.786686,0.00029994,28634,285573120,166.19
2910,3.990823,0.00029994,28635,286064640,166.48
2915,3.809422,0.00029994,28638,286556160,166.76
2920,3.845887,0.00029994,28632,287047680,167.05
2925,3.925677,0.00029994,28632,287539200,167.34
2930,3.915992,0.00029994,28635,288030720,167.62
2935,3.892699,0.00029994,28631,288522240,167.91
2940,4.007749,0.00029994,28634,289013760,168.19
2945,3.965788,0.00029994,28634,289505280,168.48
2950,3.937079,0.00029994,28630,289996800,168.77
2955,3.959241,0.00029994,28631,290488320,169.05
2960,3.876952,0.00029994,28635,290979840,169.34
2965,3.920048,0.00029994,28636,291471360,169.63
2970,3.906218,0.00029993,28635,291962880,169.91
2975,3.919408,0.00029993,28633,292454400,170.20
2980,3.841037,0.00029993,28636,292945920,170.48
2985,3.917747,0.00029993,28637,293437440,170.77
2990,3.763812,0.00029993,28638,293928960,171.06
2995,3.941016,0.00029993,28635,294420480,171.34
3000,3.804126,0.00029993,28635,294912000,171.63
3005,3.410343,0.00029993,27631,295403520,171.92
3010,3.985096,0.00029993,28634,295895040,172.21
3015,3.804729,0.00029993,28638,296386560,172.50
3020,3.883363,0.00029993,28633,296878080,172.78
3025,3.837429,0.00029993,28633,297369600,173.07
3030,3.938564,0.00029993,28632,297861120,173.35
3035,4.031614,0.00029993,28636,298352640,173.64
3040,3.882596,0.00029993,28633,298844160,173.93
3045,3.902983,0.00029992,28636,299335680,174.21
3050,3.850758,0.00029992,28633,299827200,174.50
3055,3.953749,0.00029992,28634,300318720,174.79
3060,3.897402,0.00029992,28629,300810240,175.07
3065,3.897570,0.00029992,28628,301301760,175.36
3070,3.895016,0.00029992,28631,301793280,175.64
3075,3.854108,0.00029992,28631,302284800,175.93
3080,3.847015,0.00029992,28645,302776320,176.22
3085,3.864905,0.00029992,28656,303267840,176.50
3090,3.894920,0.00029992,28657,303759360,176.79
3095,3.834582,0.00029992,28657,304250880,177.07
3100,3.822448,0.00029992,28658,304742400,177.36
3105,3.835998,0.00029992,28657,305233920,177.65
3110,3.825733,0.00029991,28657,305725440,177.93
3115,3.875233,0.00029991,28658,306216960,178.22
3120,3.804903,0.00029991,28658,306708480,178.50
3125,3.890014,0.00029991,28658,307200000,178.79
3130,3.797966,0.00029991,28660,307691520,179.07
3135,3.680448,0.00029991,28659,308183040,179.36
3140,3.927237,0.00029991,28659,308674560,179.65
3145,3.845888,0.00029991,28660,309166080,179.93
3150,3.739186,0.00029991,28659,309657600,180.22
3155,3.660859,0.00029991,28660,310149120,180.50
3160,3.866854,0.00029991,28660,310640640,180.79
3165,3.857948,0.00029991,28621,311132160,181.08
3170,3.840297,0.00029991,28627,311623680,181.36
3175,3.830523,0.00029990,28621,312115200,181.65
3180,3.854102,0.00029990,28630,312606720,181.93
3185,3.873928,0.00029990,28650,313098240,182.22
3190,3.786584,0.00029990,28650,313589760,182.51
3195,3.817162,0.00029990,28649,314081280,182.79
3200,3.806406,0.00029990,28651,314572800,183.08
3205,3.837434,0.00029990,28652,315064320,183.36
3210,3.872533,0.00029990,28651,315555840,183.65
3215,3.850249,0.00029990,28650,316047360,183.94
3220,3.884300,0.00029990,28654,316538880,184.22
3225,3.867320,0.00029990,28650,317030400,184.51
3230,3.727126,0.00029990,28652,317521920,184.79
3235,3.797238,0.00029989,28651,318013440,185.08
3240,3.879169,0.00029989,28651,318504960,185.37
3245,3.824359,0.00029989,28653,318996480,185.65
3250,3.868524,0.00029989,28650,319488000,185.94
3255,3.810164,0.00029989,28654,319979520,186.22
3260,3.844297,0.00029989,28655,320471040,186.51
3265,3.763819,0.00029989,28653,320962560,186.79
3270,3.858609,0.00029989,28647,321454080,187.08
3275,3.406772,0.00029989,28651,321945600,187.37
3280,3.759783,0.00029989,28653,322437120,187.65
3285,3.871959,0.00029989,28652,322928640,187.94
3290,3.797040,0.00029988,28582,323420160,188.23
3295,3.829423,0.00029988,28646,323911680,188.51
3300,3.799231,0.00029988,28652,324403200,188.80
3305,3.828835,0.00029988,28650,324894720,189.08
3310,3.773697,0.00029988,28652,325386240,189.37
3315,3.853973,0.00029988,28652,325877760,189.65
3320,3.785629,0.00029988,28652,326369280,189.94
3325,3.797536,0.00029988,28652,326860800,190.23
3330,3.711166,0.00029988,28651,327352320,190.51
3335,3.770917,0.00029988,28650,327843840,190.80
3340,3.750082,0.00029988,28652,328335360,191.08
3345,3.875770,0.00029987,28651,328826880,191.37
3350,3.756998,0.00029987,28652,329318400,191.66
3355,3.814606,0.00029987,28652,329809920,191.94
3360,3.813251,0.00029987,28653,330301440,192.23
3365,3.840342,0.00029987,28653,330792960,192.51
3370,3.700719,0.00029987,28642,331284480,192.80
3375,3.856380,0.00029987,28641,331776000,193.09
3380,3.686004,0.00029987,28644,332267520,193.37
3385,3.869193,0.00029987,28641,332759040,193.66
3390,3.725512,0.00029987,28655,333250560,193.94
3395,3.767237,0.00029987,28657,333742080,194.23
3400,3.754841,0.00029986,28657,334233600,194.52
3405,3.850004,0.00029986,28656,334725120,194.80
3410,3.696184,0.00029986,28656,335216640,195.09
3415,2.893685,0.00029986,28661,335708160,195.37
3420,3.745190,0.00029986,28650,336199680,195.66
3425,3.732141,0.00029986,28627,336691200,195.95
3430,3.770999,0.00029986,28640,337182720,196.23
3435,3.771097,0.00029986,28643,337674240,196.52
3440,3.852951,0.00029986,28652,338165760,196.80
3445,3.772691,0.00029986,28645,338657280,197.09
3450,3.795180,0.00029985,28645,339148800,197.38
3455,3.850859,0.00029985,28644,339640320,197.66
3460,3.623018,0.00029985,28645,340131840,197.95
3465,3.818259,0.00029985,28653,340623360,198.23
3470,3.775810,0.00029985,28660,341114880,198.52
3475,3.888341,0.00029985,28660,341606400,198.80
3480,3.747889,0.00029985,28659,342097920,199.09
3485,3.834056,0.00029985,28659,342589440,199.38
3490,3.727087,0.00029985,28660,343080960,199.66
3495,3.797552,0.00029985,28659,343572480,199.95
3500,3.811119,0.00029984,28661,344064000,200.23
3505,3.781436,0.00029984,27251,344555520,200.53
3510,3.729863,0.00029984,28740,345047040,200.82
3515,3.721245,0.00029984,28743,345538560,201.10
3520,3.741092,0.00029984,28741,346030080,201.39
3525,3.863594,0.00029984,28738,346521600,201.67
3530,3.728829,0.00029984,28741,347013120,201.96
3535,3.428888,0.00029984,28745,347504640,202.24
3540,3.466326,0.00029984,28745,347996160,202.53
3545,3.691596,0.00029983,28743,348487680,202.81
3550,3.801922,0.00029983,28743,348979200,203.10
3555,3.742452,0.00029983,28743,349470720,203.38
3560,3.828822,0.00029983,28745,349962240,203.67
3565,3.730096,0.00029983,28743,350453760,203.95
3570,3.807857,0.00029983,28745,350945280,204.24
3575,3.744974,0.00029983,28743,351436800,204.52
3580,3.695632,0.00029983,28745,351928320,204.81
3585,3.819886,0.00029983,28744,352419840,205.09
3590,3.754798,0.00029982,28744,352911360,205.38
3595,3.725527,0.00029982,28744,353402880,205.66
3600,3.664710,0.00029982,28741,353894400,205.95
3605,3.721601,0.00029982,28720,354385920,206.24
3610,3.755404,0.00029982,28734,354877440,206.52
3615,3.716814,0.00029982,28736,355368960,206.81
3620,3.720634,0.00029982,28736,355860480,207.09
3625,3.732620,0.00029982,28737,356352000,207.38
3630,3.867567,0.00029982,28735,356843520,207.66
3635,3.861848,0.00029981,28735,357335040,207.95
3640,3.743161,0.00029981,28735,357826560,208.23
3645,3.819656,0.00029981,28733,358318080,208.52
3650,3.675434,0.00029981,28738,358809600,208.80
3655,3.877440,0.00029981,28734,359301120,209.09
3660,3.703222,0.00029981,28735,359792640,209.37
3665,3.721104,0.00029981,28735,360284160,209.66
3670,3.291004,0.00029981,28734,360775680,209.94
3675,3.789496,0.00029981,28735,361267200,210.23
3680,3.706429,0.00029980,28735,361758720,210.51
3685,3.738289,0.00029980,28732,362250240,210.80
3690,3.751996,0.00029980,28731,362741760,211.08
3695,3.752113,0.00029980,28735,363233280,211.37
3700,3.688725,0.00029980,28734,363724800,211.65
3705,3.747406,0.00029980,28736,364216320,211.94
3710,3.699487,0.00029980,28734,364707840,212.22
3715,3.730161,0.00029980,28736,365199360,212.51
3720,3.681336,0.00029980,28735,365690880,212.79
3725,3.740235,0.00029979,28725,366182400,213.08
3730,3.693308,0.00029979,28725,366673920,213.36
3735,3.772103,0.00029979,28726,367165440,213.65
3740,3.757944,0.00029979,28725,367656960,213.93
3745,3.729941,0.00029979,28739,368148480,214.22
3750,3.671588,0.00029979,28744,368640000,214.50
3755,3.754539,0.00029979,28740,369131520,214.79
3760,3.649477,0.00029979,28736,369623040,215.07
3765,3.741348,0.00029978,28737,370114560,215.36
3770,3.737906,0.00029978,28738,370606080,215.64
3775,3.797343,0.00029978,28732,371097600,215.93
3780,3.692572,0.00029978,28725,371589120,216.21
3785,3.775696,0.00029978,28741,372080640,216.50
3790,3.686367,0.00029978,28741,372572160,216.78
3795,3.171230,0.00029978,28742,373063680,217.07
3800,3.724411,0.00029978,28741,373555200,217.35
3805,3.699624,0.00029977,28741,374046720,217.64
3810,3.740176,0.00029977,28740,374538240,217.92
3815,3.551566,0.00029977,28742,375029760,218.21
3820,3.850853,0.00029977,28741,375521280,218.49
3825,3.647874,0.00029977,28740,376012800,218.78
3830,3.733270,0.00029977,28741,376504320,219.06
3835,3.697471,0.00029977,28741,376995840,219.35
3840,3.773282,0.00029977,28741,377487360,219.63
3845,3.638326,0.00029976,28742,377978880,219.92
3850,3.714983,0.00029976,28742,378470400,220.20
3855,3.767300,0.00029976,28742,378961920,220.49
3860,3.742303,0.00029976,28743,379453440,220.77
3865,3.703822,0.00029976,28741,379944960,221.06
3870,3.733301,0.00029976,28742,380436480,221.34
3875,3.728133,0.00029976,28741,380928000,221.63
3880,3.886995,0.00029976,28740,381419520,221.91
3885,3.738272,0.00029975,28741,381911040,222.20
3890,3.807469,0.00029975,28740,382402560,222.48
3895,3.761966,0.00029975,28739,382894080,222.77
3900,3.783560,0.00029975,28741,383385600,223.05
3905,3.704904,0.00029975,28744,383877120,223.34
3910,3.731657,0.00029975,28744,384368640,223.62
3915,3.655185,0.00029975,28742,384860160,223.91
3920,3.745152,0.00029974,28743,385351680,224.19
3925,3.641197,0.00029974,28743,385843200,224.48
3930,3.643253,0.00029974,28741,386334720,224.76
3935,2.591564,0.00029974,28743,386826240,225.05
3940,1.562340,0.00029974,28746,387317760,225.33
3945,3.337812,0.00029974,28743,387809280,225.62
3950,3.686700,0.00029974,28742,388300800,225.90
3955,3.727431,0.00029974,28740,388792320,226.19
3960,3.744618,0.00029973,28742,389283840,226.47
3965,3.726119,0.00029973,28741,389775360,226.76
3970,3.719850,0.00029973,28741,390266880,227.04
3975,3.686346,0.00029973,28741,390758400,227.33
3980,3.768378,0.00029973,28739,391249920,227.61
3985,3.675395,0.00029973,28741,391741440,227.90
3990,3.658619,0.00029973,28741,392232960,228.18
3995,3.626166,0.00029972,28742,392724480,228.47
4000,3.725647,0.00029972,28742,393216000,228.75
4005,3.605336,0.00029972,28725,393707520,229.04
4010,3.816003,0.00029972,28741,394199040,229.32
4015,3.689568,0.00029972,28739,394690560,229.61
4020,3.786350,0.00029972,28739,395182080,229.90
4025,3.612433,0.00029972,28741,395673600,230.18
4030,3.762530,0.00029971,28740,396165120,230.47
4035,3.736093,0.00029971,28741,396656640,230.75
4040,3.700019,0.00029971,28742,397148160,231.04
4045,3.660020,0.00029971,28741,397639680,231.32
4050,3.676176,0.00029971,28741,398131200,231.61
4055,3.717119,0.00029971,28740,398622720,231.89
4060,3.702218,0.00029971,28740,399114240,232.18
4065,3.750222,0.00029970,28740,399605760,232.46
4070,3.586342,0.00029970,28740,400097280,232.75
4075,3.707464,0.00029970,28738,400588800,233.03
4080,3.310251,0.00029970,28742,401080320,233.32
4085,3.519306,0.00029970,28743,401571840,233.60
4090,3.727500,0.00029970,28737,402063360,233.89
4095,3.691539,0.00029970,28740,402554880,234.17
4100,3.698379,0.00029969,28740,403046400,234.46
4105,3.737959,0.00029969,28740,403537920,234.74
4110,3.732606,0.00029969,28740,404029440,235.03
4115,3.712526,0.00029969,28741,404520960,235.31
4120,3.696197,0.00029969,28739,405012480,235.60
4125,3.708911,0.00029969,28739,405504000,235.88
4130,3.716240,0.00029969,28741,405995520,236.17
4135,3.619589,0.00029968,28740,406487040,236.45
4140,3.730230,0.00029968,28741,406978560,236.74
4145,3.628747,0.00029968,28740,407470080,237.02
4150,3.618950,0.00029968,28742,407961600,237.31
4155,3.640163,0.00029968,28740,408453120,237.59
4160,3.647605,0.00029968,28740,408944640,237.88
4165,3.640909,0.00029968,28741,409436160,238.16
4170,3.745216,0.00029967,28741,409927680,238.45
4175,3.649346,0.00029967,28744,410419200,238.73
4180,3.700831,0.00029967,28742,410910720,239.02
4185,3.615592,0.00029967,28743,411402240,239.30
4190,3.690497,0.00029967,28742,411893760,239.59
4195,3.695991,0.00029967,28744,412385280,239.87
4200,3.413487,0.00029966,28741,412876800,240.16
4205,3.230916,0.00029966,28740,413368320,240.44
4210,3.610097,0.00029966,28744,413859840,240.73
4215,3.757434,0.00029966,28743,414351360,241.01
4220,3.566998,0.00029966,28745,414842880,241.30
4225,3.741988,0.00029966,28744,415334400,241.58
4230,3.681314,0.00029966,28744,415825920,241.87
4235,3.588963,0.00029965,28744,416317440,242.15
4240,3.693194,0.00029965,28744,416808960,242.44
4245,3.654543,0.00029965,28743,417300480,242.72
4250,3.656812,0.00029965,28745,417792000,243.01
4255,3.676797,0.00029965,28744,418283520,243.29
4260,3.607190,0.00029965,28745,418775040,243.58
4265,3.740711,0.00029964,28741,419266560,243.86
4270,3.593595,0.00029964,28746,419758080,244.15
4275,3.726114,0.00029964,28742,420249600,244.43
4280,3.630477,0.00029964,28743,420741120,244.72
4285,3.737206,0.00029964,28744,421232640,245.00
4290,3.656153,0.00029964,28745,421724160,245.29
4295,3.618725,0.00029964,28743,422215680,245.57
4300,3.604874,0.00029963,28745,422707200,245.86
4305,3.609326,0.00029963,28743,423198720,246.14
4310,3.659022,0.00029963,28746,423690240,246.43
4315,3.586321,0.00029963,28743,424181760,246.71
4320,3.741574,0.00029963,28744,424673280,247.00
4325,3.677989,0.00029963,28745,425164800,247.28
4330,3.665424,0.00029962,28743,425656320,247.57
4335,3.089024,0.00029962,28744,426147840,247.85
4340,3.689024,0.00029962,28744,426639360,248.14
4345,3.618899,0.00029962,28743,427130880,248.42
4350,3.643012,0.00029962,28744,427622400,248.71
4355,3.672775,0.00029962,28744,428113920,248.99
4360,3.492593,0.00029961,28744,428605440,249.28
4365,3.677395,0.00029961,28745,429096960,249.56
4370,3.645015,0.00029961,28745,429588480,249.85
4375,3.628252,0.00029961,28745,430080000,250.13
4380,2.299961,0.00029961,28741,430571520,250.42
4385,2.762777,0.00029961,28745,431063040,250.70
4390,3.698299,0.00029960,28744,431554560,250.99
4395,3.681824,0.00029960,28743,432046080,251.27
4400,3.652860,0.00029960,28745,432537600,251.56
4405,3.673811,0.00029960,28743,433029120,251.84
4410,3.594861,0.00029960,28743,433520640,252.13
4415,3.690120,0.00029960,28745,434012160,252.41
4420,3.622688,0.00029959,28744,434503680,252.70
4425,3.677303,0.00029959,28745,434995200,252.98
4430,3.689427,0.00029959,28744,435486720,253.27
4435,3.628727,0.00029959,28743,435978240,253.55
4440,3.699665,0.00029959,28745,436469760,253.84
4445,3.559866,0.00029959,28745,436961280,254.12
4450,3.707015,0.00029958,28745,437452800,254.41
4455,3.493491,0.00029958,28745,437944320,254.69
4460,3.286008,0.00029958,28745,438435840,254.98
4465,3.561032,0.00029958,28744,438927360,255.26
4470,3.745393,0.00029958,28745,439418880,255.55
4475,3.574890,0.00029958,28745,439910400,255.83
4480,3.681253,0.00029957,28744,440401920,256.12
4485,3.596078,0.00029957,28745,440893440,256.40
4490,3.683672,0.00029957,28744,441384960,256.69
4495,3.604463,0.00029957,28746,441876480,256.97
4500,3.717120,0.00029957,28745,442368000,257.26
4505,3.582211,0.00029957,27265,442859520,257.56
4510,3.652767,0.00029956,28744,443351040,257.84
4515,3.733049,0.00029956,28746,443842560,258.13
4520,3.568729,0.00029956,28746,444334080,258.41
4525,3.758301,0.00029956,28744,444825600,258.70
4530,3.622259,0.00029956,28745,445317120,258.98
4535,3.770732,0.00029955,28744,445808640,259.27
4540,3.558544,0.00029955,28746,446300160,259.55
4545,3.668844,0.00029955,28744,446791680,259.84
4550,3.497231,0.00029955,28741,447283200,260.12
4555,3.723846,0.00029955,28741,447774720,260.41
4560,3.686694,0.00029955,28743,448266240,260.69
4565,3.665832,0.00029954,28744,448757760,260.98
4570,3.573556,0.00029954,28744,449249280,261.26
4575,3.569536,0.00029954,28744,449740800,261.55
4580,3.548075,0.00029954,28742,450232320,261.83
4585,3.693571,0.00029954,28745,450723840,262.12
4590,1.680587,0.00029954,28748,451215360,262.40
4595,1.398756,0.00029953,28747,451706880,262.69
4600,3.634719,0.00029953,28744,452198400,262.97
4605,3.695656,0.00029953,28744,452689920,263.26
4610,3.697822,0.00029953,28745,453181440,263.54
4615,3.729947,0.00029953,28744,453672960,263.83
4620,3.641106,0.00029952,28745,454164480,264.11
4625,3.614733,0.00029952,28745,454656000,264.40
4630,3.668686,0.00029952,28744,455147520,264.68
4635,3.689578,0.00029952,28745,455639040,264.97
4640,3.703360,0.00029952,28744,456130560,265.25
4645,3.617248,0.00029952,28745,456622080,265.54
4650,3.560460,0.00029951,28744,457113600,265.82
4655,3.624553,0.00029951,28746,457605120,266.11
4660,3.601571,0.00029951,28745,458096640,266.39
4665,3.652190,0.00029951,28744,458588160,266.68
4670,3.720647,0.00029951,28745,459079680,266.96
4675,3.539748,0.00029950,28744,459571200,267.25
4680,3.589104,0.00029950,28744,460062720,267.53
4685,3.506907,0.00029950,28743,460554240,267.82
4690,3.687686,0.00029950,28743,461045760,268.10
4695,3.579792,0.00029950,28746,461537280,268.39
4700,3.660228,0.00029950,28744,462028800,268.67
4705,3.656380,0.00029949,28744,462520320,268.96
4710,3.617692,0.00029949,28745,463011840,269.24
4715,3.605394,0.00029949,28746,463503360,269.53
4720,3.570179,0.00029949,28745,463994880,269.81
4725,3.634705,0.00029949,28741,464486400,270.10
4730,3.632132,0.00029948,28745,464977920,270.38
4735,3.164635,0.00029948,28748,465469440,270.67
4740,3.501765,0.00029948,28745,465960960,270.95
4745,3.755000,0.00029948,28746,466452480,271.24
4750,3.632335,0.00029948,28745,466944000,271.52
4755,3.648090,0.00029947,28746,467435520,271.81
4760,3.613578,0.00029947,28746,467927040,272.09
4765,3.551209,0.00029947,28746,468418560,272.38
4770,3.636314,0.00029947,28744,468910080,272.66
